id,label,content,weight,text_weight,emo_weight,,,,
5.53E+17,0,"Anybody who wants to talk about what Charlie Hebdo might have done to ""provoke"" this should probably shut up, forever.",0.667674422,0.890891552,0.399340713,,,,
5.53E+17,0,Cowardly attack on Charlie Hebdo's offices. The humourless fanatics can fuck off. Freedom of speech is more important than your feelings.,0.708794415,0.878689229,0.155307368,,,,
5.53E+17,0,The Guardian has live coverage of the Paris shooting at Charlie Hebdo  http://t.co/M27vO7xFIk,0.816167474,0.914300203,-0.116380257,,,,
5.53E+17,0,Appalled to hear news of apparent terrorist attack in Paris. My thoughts are with the family and friends of those killed.,0.709965229,0.873926997,0.051121083,,,,
5.53E+17,0,in support of those that have died today in Paris #CharlieHebdo #freedomwillNeverDie http://t.co/FkkDZXChdt,0.852139235,0.949791431,0.404992478,,,,
5.53E+17,0,"#Freespeech is a non-negotiable human right. We condemn the appalling attack on Charlie Hebdo, and any attempt to silence the free press.",0.651486158,0.862218499,-0.102076729,,,,
5.53E+17,0,"More Charlie Hebdo covers, including ""the life of Mohamed"". These are people willing to kill over a cartoon. http://t.co/VAEnDpBYSu",0.853522301,0.949539423,0.248920083,,,,
5.53E+17,0,"I'm uneasy with the portrayal of Charlie Hebdo as magazine that ""provokes"". No, it publishes cartoons. People choose how they react to that.",0.702399492,0.840832114,0.255245511,,,,
5.53E+17,0,Not 1st attack on #CharlieHebdo. Office was firebombed on 2 Nov '11 over controvers. caricature of Prophet Muhammad http://t.co/0wAINRJ1Z7,0.881763458,0.938914776,0.057110291,,,,
5.53E+17,0,"Paris on maximum alert after #CharlieHebdo attack, officials say as President Hollande arrives at scene http://t.co/MmxR2nmi5R",0.852856636,0.922264755,0.149010711,,,,
5.53E+17,0,Paris alert status raised to the highest level with #CharlieHebdo gunmen reportedly on the run http://t.co/xcK8lY9IeR http://t.co/tQuxQ06Q7f,0.843367577,0.941218078,0.00601922,,,,
5.53E+17,0,'...but I will to the death defend your right to say it'.#charliehebdo#voltaire http://t.co/oFEHT8Xx3v,0.854012728,0.946130097,0.104292099,,,,
5.53E+17,0,VIDEO from the scene of fatal shooting in Paris http://t.co/sL3aG464Lt #CharlieHebdo http://t.co/FLC3mR5C2S,0.859585643,0.943113208,-0.172429459,,,,
5.53E+17,0,It would go some way as a tribute to those killed at #CharlieHebdo if papers in every democracy published this Thurs http://t.co/CyqwWWWgJh,0.869237542,0.957598567,0.383971422,,,,
5.53E+17,0,French president #Hollande says there is no doubt attack on #CharlieHebdo is terrorist attack. http://t.co/Rve1Lp0EXf http://t.co/8LFA5LFSnS,0.867169321,0.930700898,-0.039373704,,,,
5.53E+17,0,DEVELOPING: Paris on high terrorist alert after #CharlieHebdo shooting - Hollande http://t.co/3Jsosc7yl3 http://t.co/Lvv3J8o6e8,0.86089015,0.933087587,-0.14906504,,,,
5.53E+17,0,Check this photo via journo @EliseBarthet. Alleged pic of the gunmen facing a police car near #CharlieHebdo offices: http://t.co/eBpt190LD0,0.910380244,0.946053505,0.11990339,,,,
5.53E+17,0,"We don't know who carried out Charlie Hebdo attack. However if they were Muslims, then they are the enemies of me and most other Muslims.",0.658502221,0.810477734,0.297847443,,,,
5.53E+17,0,Here are some of the satirical pictures Charlie Hebdo have produced #freespeech #BanIslam http://t.co/m4OaNCf5e0,0.858928919,0.947286844,0.404992478,,,,
5.53E+17,0,#CharlieHebdo: Love is stronger than hate. http://t.co/23KHz2OsH3,0.854416966,0.944249034,0.107220983,,,,
5.53E+17,0,#CharlieHebdo - Hollande: Media shooting was 'undoubtedly terrorist attack'. Photo: Kenzo Tribouillard #AFP http://t.co/ZK41w7J7yc,0.879682302,0.968396544,-0.155409247,,,,
5.53E+17,0,Spread this cover in solidarity with the victims at Charlie Hebdo. Don't let the sword conquer the pen. http://t.co/XVkPPbkLhn,0.837764859,0.954789221,0.016030368,,,,
5.53E+17,0,TREND IT #IStandWithFrance http://t.co/7M7PwFJnkz,0.842274308,0.953057468,-0.00086014,,,,
5.53E+17,0,BREAKING: Astonishing video of the Paris terror attack as it was happening &gt; http://t.co/sglPyWCWhL (via @BBCDanielS ) #CharlieHebdo,0.903441191,0.954807281,-0.007948458,,,,
5.53E+17,0,We strongly condemn the horrible shooting at #CharlieHebdo. We must all stand up for freedom of speech and expression. @Charlie_Hebdo_,0.717816114,0.917405486,0.060720122,,,,
5.53E+17,0,Video of #terrorists attacking Charlie Hebdo HQ in Paris http://t.co/SdniwkJtT1 http://t.co/z6O8IhNjCk,0.857681453,0.952058554,-0.122880961,,,,
5.53E+17,0,"Six days after Charlie Hebdo¡¯s offices were firebombed, their front cover was this. ¡°Love is stronger than hate.¡± http://t.co/7YInU4Cc00",0.850749314,0.918365955,0.162211657,,,,
5.53E+17,0,Shocked &amp; appalled by senseless attack at 'Charlie Hebdo' - London stands with Paris &amp; the people of France against this horrific scourge,0.759945691,0.887907445,-0.093700834,,,,
5.53E+17,0,BREAKING: French government raises security alert to highest level after deadly attack at magazine Charlie Hebdo. http://t.co/ak9mTVfJdR,0.833779931,0.917117596,-0.111571999,,,,
5.53E+17,0,"Charlie Hebdo, we love you",0.528962791,0.883398354,0.111163515,,,,
5.53E+17,0,"Our sympathies &amp; prayers are with the victims, their families &amp; the French people.  #Ahmadiyya Muslims totally condemn murder #CharlieHebdo",0.811632991,0.902542055,0.120792489,,,,
5.53E+17,0,I don't support the cartoons or language published by publishers BUT #CharlieHebdo attack is indeed "sickening". 11 dead in #terrorattack,0.834044218,0.942723155,-0.146516743,,,,
5.53E+17,0,Freedom of expression should never be an act of bravery. Whoever threatens it is an enemy of all freedom-loving people. #CharlieHebdo,0.722607315,0.915669858,0.169870774,,,,
5.53E+17,0,Our thoughts go out out to people at Charlie Hebdo and their families. Senseless violence is never the answer. http://t.co/YGscPqvtYM,0.85051477,0.964348853,0.171504472,,,,
5.53E+17,0,France raises national alert system to highest level after attack at Charlie Hebdo HQ http://t.co/TyRyAhzSPP http://t.co/cWYQCmwg0z,0.821774721,0.898985267,-0.057227744,,,,
5.53E+17,0,"I do not agree with what you have to say, but I'll defend to the death your right to say it - Voltaire #CharlieHebdo http://t.co/Mbn5SiWA7Z",0.811488509,0.949117601,0.305902247,,,,
5.53E+17,0,"""100 lashes if you don't die of laughter."" Eleven people killed over this. #Paris #CharlieHebdo http://t.co/87cB3mWVAQ",0.845376074,0.949530482,0.216187774,,,,
5.53E+17,0,How to respond to the murderous attack on Charlie Hebdo? Every newspaper in the free world should print this. http://t.co/sC2ot63F6j,0.840777278,0.957964003,0.049424627,,,,
5.53E+17,0,There is never justification for violence because one is offended by a cartoon. Ever. #CharlieHebdo http://t.co/RhBpC5Iwh9,0.891235948,0.962532818,0.146930643,,,,
5.53E+17,0,"Worth remembering Jens Stoltenberg's words after Ut?ya: ""Our response is more democracy, more openness and more humanity"" #CharlieHebdo",0.798653364,0.921523452,0.278140069,,,,
5.53E+17,0,#CharlieHebdo Attack. I have just been asked by AlJazeera if CharlieHebdo journalists should apologize (for making fun at Islamists).,0.697520018,0.844932199,0.316928286,,,,
5.53E+17,0,At least 11 dead in Muslim terror attack on France.  Show your support by posting Charlie Hebdo cartoons. #banislam http://t.co/85PozIrhHg,0.832214117,0.958344996,-0.262868121,,,,
5.53E+17,0,LATEST: At least 11 dead in shooting at French magazine #CharlieHebdo; France raises terror alert to highest level http://t.co/JVRjF5b1lw,0.88076818,0.935773134,-0.171441905,,,,
5.53E+17,0,#France has a problem (and quite a serious one) #CharlieHebdo http://t.co/H15l2ARF3d,0.835520923,0.945355177,0.203672287,,,,
5.53E+17,0,Masked gunmen pictured near #CharlieHebdo offices http://t.co/Zvfj25EnEc http://t.co/qTWhoLqICk,0.85369575,0.924678087,0,,,,
5.53E+17,0,Fact: Most every journalist in India will stand with #CharlieHebdo. But not one publication will reprint their most controversial work.,0.775927544,0.890437305,0.355353432,,,,
5.53E+17,0,"We condemn the attack on #CharlieHebdo Whomever the attackers are, and whatever the cause may be, nothing justifies the taking of life",0.707967877,0.886567414,0.114115428,,,,
5.53E+17,0,The right 2 draw Muhammad without being shot is as precious to many of us as Muhammad is to the #CharlieHebdo killers http://t.co/QeDw4tRoK9,0.876365602,0.955931485,0.279427041,,,,
5.53E+17,0,"The 2011 issue of Charlie Hebdo, whose cover featured Mohammed. http://t.co/eSflYdFBRH",0.814749062,0.912368298,0.016956738,,,,
5.53E+17,0,Map shows where gun attack on satirical magazine #CharlieHebdo took place in central Paris http://t.co/5AZAKumpNd http://t.co/ECFYztMVk9,0.867577553,0.939478219,-0.156504893,,,,
5.53E+17,0,Quran says: Whoever kills an innocent soul.. it is as if they had killed the entire humanity.#CharlieHebdo #Paris http://t.co/UinZ805MpA,0.865514576,0.951120973,0.284660467,,,,
5.53E+17,0,"Showing solidarity with the victims is necessary, but not enough. We must insist to coexist, and reject those who don't. #CharlieHebdo",0.731769562,0.8901577,0.234057792,,,,
5.53E+17,0,Video has emerged showing the moment gunmen opened fire at #CharlieHebdo's HQ in Paris. http://t.co/ZRSbE9Fc1L http://t.co/tE7KwlhuSN,0.856142461,0.956565619,-0.181282296,,,,
5.53E+17,0,Parisian doctor: "Let's all subscribe to #CharlieHebdo...It'll be in my waiting room until I retire." via @bourmeau http://t.co/3IjTQCk3o7,0.877159357,0.947323442,0.164625168,,,,
5.53E+17,0,I wish that all news outlets publish #CharlieHebdo 's cartoons/satire tomorrow on their front pages as a tribute to the dead. RIP,0.80012542,0.929268062,0.288756065,,,,
5.53E+17,0,"Forget truth, today even satire is unacceptable.#CharlieHebdo",0.776333332,0.920902133,0.215716412,,,,
5.53E+17,0,"I do not agree with what you have to say, but I'll defend to the death your right to say it - Voltaire #CharlieHebdo http://t.co/5fzKhE1LdJ",0.815962076,0.947811246,0.305902247,,,,
5.53E+17,0,Freedom of speech is a right as much as a cause worth fighting for. Obscurantism is a danger made real today #CharlieHebdo,0.730274558,0.924712479,0.214319363,,,,
5.53E+17,0,"In reporting the story, the Telegraph has pixilated Charlie Hebdo's La Vie De Mahomet: http://t.co/ElhnzUNr0A http://t.co/jdHLcQBtfp",0.830970407,0.940443575,0,,,,
5.53E+17,0,Headline from #CharlieHebdo this week: ISIS executes Phorphet Mohamed; police chase terrorists http://t.co/4qqVIjLP8A http://t.co/1zJuiZVLf3,0.869064212,0.941162944,0.097945174,,,,
5.53E+17,0,"Bad bad day for press freedom, freedom of expression and satire. Thoughts with relatives of victims at #CharlieHebdo",0.778753638,0.927800238,0.091989573,,,,
5.53E+17,0,"I've seen one national newspaper pixelate out the cover of Charlie Hebdo - the self-censorship begins. Terrorists 1, Enlightenment 0",0.767205954,0.916373968,0.309565913,,,,
5.53E+17,0,From 2011: France's Charlie Hebdo newspaper has long reveled in the art of provocation http://t.co/etWcBzHpnl,0.823895216,0.900468767,0.034061955,,,,
5.53E+17,0,Time to #TakeAStand #IAmCharlieHebdo #CharlieHebdo http://t.co/V9ZUa4VRJy,0.857446194,0.95492065,0.340872968,,,,
5.53E+17,0,"I'm no fan of #charliehebdo but this is a sickening, terrifying, unjustifiable attack on journalists. My thoughts &amp; prayers with the victims",0.766806543,0.94241333,0.074166106,,,,
5.53E+17,0,"Between governrment attacks and terrorist attacks, it's hard to be a journalist these days. #Charlie #hebdo",0.755432725,0.903539896,0.153206707,,,,
5.53E+17,0,Wide and uncompromising condemnations on Arab Twitter of insane attack on #CharlieHebdo - I hope everyone sees this. Don't focus on fools.,0.785924435,0.924445391,-0.06705244,,,,
5.53E+17,0,I support #CharlieHebdo and a free press. Please RT these cartoons to show a united and dignified defiance. http://t.co/Mc2aOwSHYA,0.877209425,0.955150962,0.156901251,,,,
5.53E+17,0,Condolences to staff at Charlie Hebdo &amp; their loved ones. They stood for free speech &amp; paid with their lives.  I stand with #CharlieHebdo,0.784044147,0.913586199,0.353800515,,,,
5.53E+17,0,Utterly disgusting. @AlJazeera blaming free speech and Berlin protests for attack on #CharlieHebdo,0.716252804,0.875351667,-0.129974465,,,,
5.53E+17,0,What we know about the gunmen in the #CharlieHebdo attack: http://t.co/z4xLMmeDl5 (Pic: Gelbard/AFP/Getty) http://t.co/KKtg9fGeba,0.859130085,0.919411302,0.18456523,,,,
5.53E+17,0,"Sirens on my Paris street. Poor Charlie Hebdo, poor families, poor kids who live here, poor local muslims who will get blame, poor Paris",0.697737336,0.881814241,0.003870762,,,,
5.53E+17,0,The attack on #CharlieHebdo is cowardly and senseless.. As a Muslim I am outraged by what happened today. Prayers to the families,0.738472104,0.900714159,0.010774345,,,,
5.53E+17,0,Never was it more appropriate to say ¡°F*** ¡®em if they can¡¯t take a joke¡±. Charlie Hebdo an absolute equal opportunity offender of satire.,0.711157799,0.885587692,0.329995392,,,,
5.53E+17,0,Good backgrounder from The New Yorker from 2012: The Charlie Hebdo Affair: Laughing at Blasphemy http://t.co/LDwDceoxFg,0.818155348,0.945129514,0.182924438,,,,
5.53E+17,0,"#CharlieHebdo Satire was the father of true political freedom, born in the 18th century; the scourge of bigots and tyrants. Sing its praises",0.72439158,0.899067879,0.140287957,,,,
5.53E+17,0,"It is speculative, but judging by video &amp; imagery from scene of #CharlieHebdo attack, these gunmen are not amateurs - they look experienced.",0.781481862,0.868408084,0.255048269,,,,
5.53E+17,0,"Journalists, admin staff and police officers among those injured in #CharlieHebdo attack http://t.co/cMsu4ASQjl http://t.co/zqkHLJK5b9",0.871105194,0.915602386,-0.073245013,,,,
5.53E+17,0,RAW VIDEO (WARNING GRAPHIC):Terror Attack on Charlie Hebdo Paris Headquarters:https://t.co/QZo3WBXHfD via @NomaNescio #ParisShooting,0.889676213,0.947448492,-0.277210229,,,,
5.53E+17,0,Killing writers and journalists and cartoonists will not silence them but make their voices louder.#CharlieHebdo,0.748078704,0.907484293,0.304527354,,,,
5.53E+17,0,Do not share the video of masked gunmen at #CharlieHebdo offices executing a police officer. It is barbaric &amp; his life should be respected.,0.76665616,0.897597969,0.226369081,,,,
5.53E+17,0,Attempts to extend blame for this to all Muslims should be treated with the same disgust as attempts to justify the attacks. #CharlieHebdo,0.734716058,0.918624997,0.31262211,,,,
5.53E+17,0,#PictureIS terrorist scum executes injured police man in #Paris.#CharlieHebdo http://t.co/wov8G7GL0b,0.875579834,0.954772353,-0.127133194,,,,
5.53E+17,0,Satirical French magazine #CharlieHebdo attacked by gunmen: latest news report http://t.co/gjTbTOQIMo http://t.co/IIKBOs2Puk,0.863865376,0.913515091,0,,,,
5.53E+17,0,#CharlieHebdo: Nothing can justify attack &amp; those who organised &amp; committed these crimes should be brought to justice http://t.co/eoDTplTQll,0.87912035,0.951431751,0.289170224,,,,
5.53E+17,0,"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",0.695445299,0.915281534,0.308058958,,,,
5.53E+17,0,Oh God my heart is sick at this Charlie Hebdo news. One of the only brave newspapers in the world.,0.664810538,0.888632178,0.291785547,,,,
5.53E+17,0,In sympathy and solidarity with @Charlie_Hebdo_  #CharlieHebdo http://t.co/W2CBdVJ0k6,0.850575566,0.945004344,-0.005956378,,,,
5.53E+17,0,"When an ideology resorts to murdering satirists, it is publically admitting how weak, insecure &amp; ridiculous it is. #CharlieHebdo",0.767502308,0.919702888,0.238889561,,,,
5.53E+17,0,Follow this list for journalists &amp; media outlets covering the attack on #CharlieHebdo magazine in Paris: http://t.co/6njHXoEbq4,0.898883343,0.957480192,0.052340459,,,,
5.53E+17,0,Lets play a game. This will be blamed on (a) Racism of Charlie Hebdo (b) Poverty (c) Colonial France (d) Evil of Free Speech,0.681640267,0.886261106,0.05087691,,,,
5.53E+17,0,"Even for a hardened news man, today's mass shooting at #CharlieHebdo is ferociously shocking - writes @JonSnowC4 http://t.co/AcIzmQcx0a",0.887186885,0.957801461,-0.007334272,,,,
5.53E+17,0,Attack on #CharlieHebdo:The intl community cannot allow extremists to silence the free flow of opinions http://t.co/1BgO8HRRbf #pressfreedom,0.871920407,0.939986944,-0.102415908,,,,
5.53E+17,0,#CharlieHebdo in the eyes of #CharlieHebdo http://t.co/v195erxsY2,0.82139349,0.958966732,0,,,,
5.53E+17,0,RT #JeSuisCharlie In support of #CharlieHebdo. http://t.co/EvNntxSRIc,0.85916853,0.957113862,0,,,,
5.53E+17,0,why has daily telegraph pixelated this Charlie Hebdo cover? Shameful  http://t.co/GsU6a91szT,0.854232788,0.946199417,0.182994201,,,,
5.53E+17,0,The attack on Charlie Hebdo is likely to radicalize all sides in the debate about Islam and Islamism. That's what terrorists are aiming for.,0.648912787,0.859757185,0.24752711,,,,
5.53E+17,0,"The shooting at French magazine #CharlieHebdo is a hideous attack on free speech, not just in Paris but everywhere",0.744729102,0.872349739,0.074452978,,,,
5.53E+17,0,The #CharlieHebdo attack represents possibly the most direct attack by Islamists on Western ideals to date.,0.71685195,0.854604781,-0.041453905,,,,
5.53E+17,0,"The extremists will benefit from an escalation, it justifies them. People who just want to coexist are thrown under the bus. #CharlieHebdo",0.749478817,0.911167026,0.351204824,,,,
5.53E+17,0,"Gunmen in #CharlieHebdo attack are on the loose, ""will (be) chased as long as necessary,"" French President says. http://t.co/zUfxcG3Rfs",0.874621391,0.952227652,0.255048269,,,,
5.53E+17,0,Video: #CharlieHebdo's editor tells Al Jazeera why they are a target [2012] http://t.co/EJK2Em0M8R http://t.co/UK970UDPPz,0.860134602,0.943704605,0,,,,
5.53E+17,0,"TWITTER.  Charlie Hebdo is a racist publication.  Murderers murdering people are not justified in murdering people. Crazy paradox, I know.",0.755929351,0.914082646,0.026662869,,,,
5.53E+17,0,This cartoon by Robert Mankoff from The New Yorker Sept 2012.#CharlieHebdo http://t.co/pyQfnV42Su,0.856146812,0.947172642,0.404992478,,,,
5.53E+17,0,The events at #CharlieHebdo won¡¯t make me discriminate against Islam. I will remain steadfast in finding all religions equally stupid.,0.739109635,0.90015316,0.233742667,,,,
5.53E+17,0,Every newspaper should publish a free issue of #charliehebdo so we can all see the reason 12 people have died today. http://t.co/XazdjLCAOR,0.891369164,0.962630093,0.392691801,,,,
5.53E+17,0,You can't kill free speech #CharlieHebdo,0.766388357,0.920069575,-0.126831459,,,,
5.53E+17,0,#CharlieHebdo-an equal opportunity satirical mag in the grand tradition of #France.Long may that tradition continue!#FreedomOfSpeech,0.8130247,0.910174191,0.328279762,,,,
5.53E+17,0,#CharlieHebdo because no1 thought allowing 1000s of Euro jihadis to cross to #Syria &amp; get trained &amp; radicalized would have any consequences?,0.802310228,0.87911576,0.236924293,,,,
5.53E+17,0,"Only this, today #CharlieHebdo http://t.co/QXfYkDwBtd",0.865221083,0.958683789,0.404992478,,,,
5.53E+17,0,"If you kill men for making fun of your ideas, you need to rethink your ideas. #JeSuisCharlie",0.743322372,0.924116969,0.130621469,,,,
5.53E+17,0,"""Terror"" in France: Gunmen in #CharlieHebdo attack still at large. What we know so far http://t.co/Jfqmha1GdV (Getty) http://t.co/2QyDcbE7P6",0.868320584,0.942298651,0.166313737,,,,
5.53E+17,0,"A sad day for France, for journalism, for free speech, and those whose beliefs the attackers pretend to represent  #CharlieHebdo",0.746977568,0.874450803,0.304369816,,,,
5.53E+17,0,French media says cartoonist behind original Prophet cartoon is dead #CharlieHebdo via @EricWRandolph,0.856799424,0.891679525,-0.172177333,,,,
5.53E+17,0,People who have actually died of being offended: 0People who have died because others were offended: far too many.#CharlieHebdo,0.770513535,0.937644601,0.303365015,,,,
5.53E+17,0,Journalists and others using #JeSuisCharlie to express support for freedom of speech after Paris attack http://t.co/OSzSvL3pKy,0.879527211,0.935421705,-0.043267585,,,,
5.53E+17,0,"#CharlieHebdo massacre: modus operandi, efficiency &amp; focus point to jihad returnees, guys trained to kill repeatedly not one-time kamikazes",0.751053691,0.905120492,0.134438476,,,,
5.53E+17,0,"Anyone that believes tolerance is the solution to militant islam, remember this picture.  #CharlieHebdo  http://t.co/SGVZjaUqgV",0.888458967,0.958935082,0.361851618,,,,
5.53E+17,0,Stop making excuses for terrorists. #CharlieHebdo tweeted this before Christmas and there'll be no avenging Jesus. http://t.co/BS3Z759LLx,0.835148573,0.956774473,0.245851743,,,,
5.53E+17,0,My timeline is full of Muslims condemning #CharlieHebdo attacks - just like the rest of the world.,0.714777529,0.893677592,0.180348809,,,,
5.53E+17,0,"Second thought: Only way to pay respect to those who died is by defending the rights that Charlie Hebdo defended, and in as upfront a way.",0.656059265,0.853013873,0.345265218,,,,
5.53E+17,0,"Before the brutal attacks on #CharlieHebdo, the big news today was Houellebecq's new novel imagining a Muslim president of France in 2022.",0.765862465,0.895946503,-0.362685096,,,,
5.53E+17,0,Here's what we know about the #CharlieHebdo attack so farhttp://t.co/MUwOzTP7kI http://t.co/b8UzO0Gz5W,0.826327682,0.943300128,0.257109582,,,,
5.53E+17,0,Attack on #CharlieHebdo is "brazen assault on free expression in the heart of Europe" says @RobertMMahoney http://t.co/K7qmDH22IH,0.894137621,0.939887166,-0.223895782,,,,
5.53E+17,0,This is not in the name of Islam. These ppl don't represent ANY religion. No matter what they say. Disgraceful &amp; heartbreaking #CharlieHebdo,0.812670469,0.93335712,0.387166303,,,,
5.53E+17,0,"In reporting the #CharlieHebdo terrorist attack, @Telegraph blurs out the French mag's cover cartoon of Mohammed http://t.co/8SDCsSVlc8",0.87831831,0.941704154,-0.03936277,,,,
5.53E+17,0,We condemn the attack in #Paris and pray for soonest recovery for the injured and patience to families &amp; people of France. #CharlieHebdo,0.785812855,0.916281283,-0.073926968,,,,
5.53E+17,0,"Just waiting for @BarackObama, @David_Cameron and @JustinTrudeau to say: ""#CharlieHebdo massacre in Paris had nothing to do with Islam.""",0.82962805,0.912541628,0.248917115,,,,
5.53E+17,0,"#NATO SG statement on terrorist attack in #Paris, #France  http://t.co/UBFmqktXjC http://t.co/KZCi5UR5fx",0.864360392,0.939766288,-0.13502315,,,,
5.53E+17,0,No more hand-wringing and fence-sitting. To support #CharlieHebdo and #FreedomOfSpeech we must publish their images. http://t.co/N2M2bzT6ao,0.87157768,0.950468838,0.286784783,,,,
5.53E+17,0,#CharlieHebdo: what we know so far http://t.co/7GgpZ4tKlF http://t.co/yMGSiOnl3H,0.845974088,0.951928854,0.404992478,,,,
5.53E+17,0,#CharlieHebdo shooting: what we know so far http://t.co/6YUX5mot92 http://t.co/nC9fYCh6qd,0.8522892,0.952349901,0.201702325,,,,
5.53E+17,0,"Shooting at #CharlieHebdo ""an attack on freedom"", says Dominque Moisi, Parisian political analyst: http://t.co/B3AvGBwp82",0.86986053,0.908459544,0.017527943,,,,
5.53E+17,0,"World leaders condemn the #CharlieHebdo attack as ""barbaric"", ""sickening"" and ""intolerable"". http://t.co/c05qiB7eIu http://t.co/HaijRrbwlz",0.819626629,0.924883485,-0.070315784,,,,
5.53E+17,0,"Horrific news re Charlie Hebdo. People of huge courage, wit and integrity murdered by people who find those ideas frightening. Awful.",0.759629011,0.874595523,-0.021753779,,,,
5.53E+17,0,"Killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",0.698456585,0.910512805,0.288258033,,,,
5.53E+17,0,"Make Fun of Hindu God's #PK = Creativity , Freedom of ExpressionMake Fun of A Prophet = 12 killed #CharlieHebdo http://t.co/1qQGFtuhO2",0.877441108,0.955080748,0.177554252,,,,
