id,label,content,weight,text_weight,emo_weight
5.25E+17,0,A reminder for those observing the shooting on Parliament Hill: DO NOT tweet police locations and movements #ottcity #ottawa,0.81419915,0.945395827,0.077007293
5.25E+17,0,To those asking - yes I'm OK. Awful events here in Ottawa.,0.711380005,0.872819781,0.049552199
5.25E+17,0,Everyone stand together on a day like this. Stay strong. #Ottawa,0.671024203,0.853007317,0.315387198
5.25E+17,0,Please DO NOT tweet locations of officers in #Ottawa @OttawaPolice  in light of what has just occured! #Safety,0.80558151,0.946766734,0.286784783
5.25E+17,0,Shooting also come after Canadian ISIS fanboy Abu Turaab (acct suspended now) tweeted about pending attack in Canada /2,0.733355641,0.849485338,0.196035504
5.25E+17,0,"There is fear and uncertainty about what has happened in #Ottawa, but democracy will not be silenced. Stay safe, Ottawa. #cdnpoli",0.79896152,0.932817101,0.341600294
5.25E+17,0,Asked police if there is still gunman on loose. Officer: "This is not a safe environment. Everyone should go home. Hug your family." #ottawa,0.76483953,0.874298871,0.304606742
5.25E+17,0,Photos from the Parliament shooting scene http://t.co/F4j0IbC5mq http://t.co/MeRqPX921z,0.813450575,0.927088857,-0.129687013
5.25E+17,0,"LIVE BLOG | For tweets from reporters covering the shootings in Ottawa, click http://t.co/mJ5ZQy60It #cbcOTT #OTTnews http://t.co/aO4jBd3jVI",0.847453654,0.949867129,0
5.25E+17,0,UPDATED: Photos from shooting on Parliament Hill: http://t.co/mT9PC6Pqvk http://t.co/dsMp07cBS9,0.800106525,0.934513927,-0.311663149
5.25E+17,0,#RCMP advises if you are in downtown Ottawa to stay away from windows and off roofs due to ongoing police incident.,0.728465497,0.879846573,-0.182005278
5.25E+17,0,The scene from Ottawa http://t.co/aO700DweOW http://t.co/5djATU47fs,0.793079138,0.946918547,0
5.25E+17,0,Stay safe Ottawa.,0.704064131,0.90781498,0.082040975
5.25E+17,0,RT @rcmpgrcpolice: #RCMP advises if you are in downtown Ottawa to stay away from windows and off roofs due to ongoing police incident.,0.816079378,0.922172308,-0.182005277
5.25E+17,0,"List of reporters, MPs, police etc. actively tweeting about the shooting in Ottawa. https://t.co/hsTaxan4eQ",0.847495615,0.962019801,-0.012174661
5.25E+17,0,"Canadian police, backed by armoured vehicles, have surrounded Parliament building in Ottawa http://t.co/GZ0sW8Izdu http://t.co/rIZmHjHdlr",0.821217179,0.938676476,0.080923753
5.25E+17,0,WATCH LIVE #CBCNN coverage of shooting in OttawaDesktop: http://t.co/TNupeSXyNTMobile: http://t.co/ruOo7HuPhL http://t.co/ZOmNWmOk28,0.840439558,0.94975853,-0.143829982
5.25E+17,0,"We encourage anyone who needs to talk, to call us 613-238-3311 - this is terrifying in our beautiful city. #Ottawa",0.798096538,0.89370209,0.065916858
5.25E+17,0,"Ottawa, be safe, be smart.. The Hill is under attack 🙏",0.718531191,0.898323178,0.081806317
5.25E+17,0,Helpful for people watching and covering the events in Ottawa today (via @onthemedia). Be safe everyone. #cdnpoli http://t.co/Ud7ISSnsE7,0.850723803,0.960277975,0.273109322
5.25E+17,0,RCMP saying stay away from windows if you are in downtown Ottawa,0.71918875,0.86774981,-0.023004646
5.25E+17,0,All Ottawa Police stations are closed to public due to shooting at War Memorial.  No public services available until further notice #ottnews,0.784743488,0.908919811,0.043981155
5.25E+17,0,BREAKING FROM RCMP: RCMP advises if you are in downtown Ottawa to stay away from windows and off roofs due to ongoing police incident.,0.737945318,0.848451078,-0.182005277
5.25E+17,0,Justice Served: Michael Dunn gets life in prison for shooting unarmed Jordan Davis: http://t.co/rqU5yc1xLC Now what? http://t.co/uuWl3y36vz,0.819231629,0.945043683,0.048688892
5.25E+17,0,"Ottawa: don't tweet your location. Don't tweet the location of police units. Resist urge to look at what's happening, get out of the area.",0.71040976,0.895116329,0.097945174
5.25E+17,0,[Episode] #BTS 'War of Hormone' MV &amp; Concept Photo shooting (with Eng sub.)(http://t.co/EwS342rpl8)#호르몬전�?Hello_hello,0.804185033,0.838020921,-0.364834201
5.25E+17,0,[Episode] 'War of Hormone' MV &amp; Photo shooting: http://t.co/1kbw2G0n8N,0.862943411,0.916744471,-0.279669447
5.25E+17,0,Alert thru press gallery email: RCMP advises if u r in downtown Ottawa to stay away from windows &amp; off roofs due to ongoing police incident,0.810597181,0.931056142,-0.261575404
5.25E+17,0,RT @ctvmercedes: Ottawa: don't tweet your location. Don't tweet the location of police units. Resist urge to look at what's happening,0.772075295,0.944446862,-0.092990206
5.25E+17,0,RCMP advises if you are in downtown Ottawa "to stay away from windows and off roofs due to ongoing police incident. ",0.713261962,0.856901824,-0.182005278
5.25E+17,0,RT @bts_bighit: [Episode] #BTS 'War of Hormone' MV &amp; Concept Photo shooting (with Eng sub.)(http://t.co/JUVEmfGqUP)#호르몬전�?Hello_hello,0.808436871,0.924597979,-0.364834201
5.25E+17,0,"On Monday, Paul George was back shooting hoops in the gym. Yesterday, practice became a 1-on-1 game vs. his dog: http://t.co/Zt1hA8XmWi",0.813931704,0.913801312,-0.319631099
5.25E+17,0,"We are here, we have people for you to talk to, if you are scared, anxious, stressed and need someone.  613-238-3311 #Ottawa",0.808005333,0.889358401,0.302066147
5.25E+17,0,Police warn people in Ottawa to "stay away from windows &amp; off roofs" after Parliament shooting - follow our coverage: http://t.co/Nud36Yki9P,0.878973722,0.954870522,-0.110085849
5.25E+17,0,"My gosh, horrible events in Ottawa. Thoughts and prayers. Why? Why? Why?",0.705141306,0.879666924,-0.107286573
5.25E+17,0,Canadian police warn people in Ottawa to stay away from windows and roofs due to ongoing shooter incident - @CTVNews http://t.co/aF9HyT9BgX,0.851569951,0.937850773,-0.173449673
5.25E+17,0,"Cops are running with guns drawn, they're clearing streets in downtown Ottawa, and there are snipers on the rooftops.",0.585880697,0.825461209,-0.023004646
5.25E+17,0,Our thoughts are with Ottawa this morning. Stay safe.,0.667461991,0.85243535,0.178846982
5.25E+17,0,Please DO NOT tweet photos or locations of police in #ottawa at the Parliament Buildings! @TorontoPolice @OttawaPolice,0.796618104,0.941103458,0.067607899
5.25E+17,0,Incredible footage from @josh_wingrove of shots being fired in the Parliament building in Ottawa https://t.co/uliGB9bkOb,0.850129604,0.951054692,0.239297497
5.25E+17,0,MORE: Royal Canadian Mounted Police warned people in downtown Ottawa to stay away from windows and rooftops: http://t.co/CMjaq7scJt,0.84983176,0.953040004,-0.100973916
5.25E+17,0,My own opinion but not sure how you can proceed with NHL game tonight in Ottawa.,0.713543773,0.890586197,0.404992478
5.25E+17,0,RT @bts_bighit: [Episode] #BTS 'War of Hormone' MV &amp; Concept Photo shooting (with Eng sub.)(http://t.co/YPLAdhNrOd)#호르몬전�?Hello_hello,0.808114886,0.913210869,-0.364834201
5.25E+17,0,#Ottpolice and @RCMPGRCpolice investigating several shooting incidents in downtown #Ottawa.,0.825367332,0.88775754,-0.356928362
5.25E+17,0,Still in lockdown. Am safe. Check @globeandmail for video of the attack on Parliament Hill. Ignore any cursing you hear from me.,0.753900051,0.900583148,0.039961516
5.25E+17,0,"""If you can see Parliament Hill, you're in danger,"" cop shouts at me, behind the Chateau Laurier.",0.692740083,0.834454894,-0.130198559
5.25E+17,0,LIVE: Ongoing @CTVNews-@ABC coverage of active shooting incident    near Canadian Parliament: http://t.co/0nuzHcvr2J http://t.co/wxB5UphP4l,0.844942391,0.94341439,-0.081519063
5.25E+17,0,"If you're on Parliament Hill, please don't Tweet your location or that/activities of police for your/their safety during incident. #Ottawa",0.766634762,0.916072369,0.148393417
5.25E+17,0,Raw footage and live coverage of shooting at Parliament: http://t.co/BXR3thpsV0 http://t.co/mAWprVUaLC,0.827459335,0.946994126,-0.311663149
5.25E+17,0,"Ottawa police, Twitter users urging those on the scene to STOP tweeting police officer locations. #Ottawa",0.768095016,0.907322645,0.018915944
5.25E+17,0,Thoughts and prayers to everyone in my hometown today. #Ottawa,0.679654837,0.874254942,0
5.25E+17,0,If you are working in the Ottawa dowtown area; follow the instructions from the building management you are in. #ottnews,0.786094904,0.92688489,0.132559369
5.25E+17,0,#Ottpolice and @rcmpgrcpolice are asking the public to stay away from the downtown Ottawa area. Ongoing investigation.,0.820552528,0.925679445,-0.062461696
5.25E+17,0,Leafs under lock down during tragedy in Ottawa. Our thoughts are with those on the scene http://t.co/627ve85Uhh http://t.co/qPGOrcTeve,0.833477497,0.958426654,0.035829192
5.25E+17,0,Our thoughts are with everyone in the city of Ottawa today.,0.669427454,0.914802074,-0.023004646
5.25E+17,0,"Police asking you not tweet abt, retweet, or otherwise report police locations &amp; activity in #Ottawa. Help them do jobs safely. Please.",0.829917073,0.910942495,0.193036863
5.25E+17,0,All Ottawa Police building remain in lockdown and closed to the public. #ottnews,0.781726182,0.929384053,0.087409989
5.25E+17,0,The correct descriptor is "shooter" not "radical" or "muslim" or "terrorist" #ottnews #ottawashooting #cdnpoli,0.795246005,0.922469378,-0.018017769
5.25E+17,0,Inside Parliament building in Ottawa as shots fired during police sweephttps://t.co/FOu4PbNCDqFootage shot by @josh_wingrove,0.864041209,0.938369513,-0.025914906
5.25E+17,0,RAW VIDEO War Memorial shooting. http://t.co/c9wCpS2Af9 #cbcnews,0.831077218,0.939254642,-0.364834201
5.25E+17,0,Ottawa Police: Police stations closed due to ongoing shooting situation: "No public services available until further notice" - @WorldNews,0.761428714,0.891445577,0.063033628
5.25E+17,0,"Shooting up public places than claiming insanity, stealing other people's land, mass genocides RT @PoeticGenius19: What's white culture?",0.774805546,0.905342817,-0.003299379
5.25E+17,0,"active shooting in Canada, or as we call it in america, wednesday",0.665376186,0.879503131,0.064330857
5.25E+17,0,Our thoughts and prayers are with everyone in Ottawa this morning.,0.645892024,0.903275609,0.166568727
5.25E+17,0,"Updated: List of reporters, witnesses, citizens, police and military tweeting from downtown #ottawa. https://t.co/ICwqKFUPpV",0.864318371,0.949381232,-0.386278514
5.25E+17,0,Canadian Forces bases across country being closed to public in wake of shooting of soldier at #Ottawa War Memorial. #cdnpoli,0.798823476,0.873578787,-0.209846392
5.25E+17,0,We are deeply saddened and concerned by the events unfolding in #Ottawa this morning. Our thoughts are with residents &amp; first responders.,0.696181476,0.900806427,0.04616268
5.25E+17,0,IMPORTANT: Ottawa police are urging people NOT to tweet the location of police activity in the field. Shooting scene remains active.,0.806791782,0.909513891,0.012494673
5.25E+17,0,Frightening events here in Ottawa. Game has yet to be postponed but betting it will be. Schools and malls have been closed,0.715865016,0.8520509,0.404992478
5.25E+17,0,All bus service in downtown Ottawa is currently under major detours. Details: http://t.co/hcXDtQ7uLK,0.812672377,0.937513828,-0.019279817
5.25E+17,0,Sorry you don't understand that is a knock at america and our issues with gun control. No one is minimizing the Ottawa shooting.,0.742454529,0.901487947,0.201200334
5.25E+17,0,Our thoughts are with everyone in Ottawa at this time.,0.658124685,0.905797482,0.408582759
5.25E+17,0,I always say Ottawa is the best place to be from and very safe. Nothing changes that today. A few people will not change our Capital!!,0.767503142,0.884406328,0.383446798
5.25E+17,0,"You are not alone today #Ottawa - we are here if you need to talk, cry, whatever, we are here 613-238-3311",0.790149927,0.901875556,0.271865452
5.25E+17,0,“Stay safe Ottawa�?is a phrase that need never be uttered in a just world.,0.735760391,0.895726442,0.382482255
5.25E+17,0,"No matter where you are in #Ottawa, there's a 100% chance your Mom is worried. Text/email/call your family.",0.744965792,0.894643784,0.15151938
5.25E+17,0,Coincidence? Nobelist Malala Youseafzai was to receive honorary Canadian citizenship in Ottawa today http://t.co/FTqYVdDTLO,0.843728065,0.928454041,-0.017380779
5.25E+17,0,Keep advice from the Breaking News Consumers' Handbook in mind as coverage of Ottawa continues http://t.co/xHPjZVYxrJ http://t.co/TOW6ji8NG7,0.837101877,0.933622122,0.19628471
5.25E+17,0,Our thoughts are with Ottawa today. Important to always look for the helpers. http://t.co/JiH33zfgwQ,0.848942041,0.95808506,0.337246382
5.25E+17,0,"Due to shooting at Parliament Hill in #Ottawa earlier, we are currently on lockdown. We will update once further information is available.",0.729828954,0.911354423,-0.11065577
5.25E+17,0,Praying for everyone in Ottawa right now,0.675433159,0.858626366,0.404992478
5.25E+17,0,RCMP advises if you are in downtown Ottawa to stay away from windows and off roofs due to ongoing police incident.,0.718444109,0.863440394,-0.182005278
5.25E+17,0,JUST IN: White House official: Pres. Obama has been briefed on shooting incidents in Canadian capital - @marykbruce,0.841964483,0.933930874,0.088343097
5.25E+17,0,Please exercise restraint in looking for someone or some group to immediately blame for this. #ottawashooting,0.707191467,0.910970688,0.218071546
5.25E+17,0,LIVE STREAM: CBC News coverage of the #OttawaShooting http://t.co/fUmPnqI8iW Mobile: http://t.co/KF24bmAjdQ #CBCNN http://t.co/uX7JIgnoWb,0.821354866,0.878513575,0.077074697
5.25E+17,0,Dramatic photos from @wcuddington on the scene in Ottawa http://t.co/m4FE8krPxl http://t.co/xzLBn9M2Ga,0.845700383,0.951654077,0
5.25E+17,0,Thinking of our friends in Ottawa this morning. Please be safe.,0.720891237,0.904274821,0.251635392
5.25E+17,0,Thinking about everyone in Ottawa right now. Please be careful and stay safe until the situation is under control.,0.63518852,0.893354475,0.367296965
5.25E+17,0,Listen to our live special coverage of Parliament Hill shooting here http://t.co/tyNHh2UFcb http://t.co/fwN00HBv6K,0.816400945,0.948940277,-0.055462829
5.25E+17,0,"I'm like a shooting star, I've come so far. I can't go back to where I used to be. –Jasmine (Aladdin)",0.671308756,0.880972862,0.32793177
5.25E+17,0,"""@Joerayment: Dramatic photos from @wcuddington on the scene in Ottawa http://t.co/NBNrYercrM http://t.co/xXwgdoW82Q"" #PrayForOttawa :(",0.883408427,0.954725027,0
5.25E+17,0,I want to commend the courage and bravery of the first responders on the ground in Ottawa right now,0.597469866,0.896419406,0.099880448
5.25E+17,0,Thinking of everyone in Ottawa this morning. Thoughts and prayers are with the solider and their family. #Canada,0.800773501,0.895757079,0.168807145
5.25E+17,0,JUST IN: US Embassy in Ottawa on lockdown following shooting incidents at and near Canadian Parliament - @WilliamsJon,0.811536491,0.936870098,0.194670361
5.25E+17,0,NEW: U.S. Embassy in Ottawa is on lockdown due to shooting near Canadian Parliament - @USEmbassyOttawa,0.801587939,0.917905211,-0.129687013
5.25E+17,0,Remember: do NOT tweet location of police in #Ottawa #OttawaShooting,0.788196325,0.924525023,0.243711212
5.25E+17,0,Thoughts and prayers out to #Ottawa and all affected today.,0.744848251,0.913973808,0.404992478
5.25E+17,0,#Leafs are currently in lockdown mode in a hotel in downtown #Ottawa.,0.678301215,0.890783429,-0.43752596
5.25E+17,0,Ottawa shootings: check out the Breaking News Handbook from @onthemedia: http://t.co/CBUZXVQBLg http://t.co/RYj8Ktquu4,0.839610457,0.95295167,0.298363152
5.25E+17,0,"I covered Polytechnique, Concordia and Dawson shootings. Remember, at least half of what you hear about Ottawa shootings will prove untrue.",0.709885359,0.846806407,0.144359406
5.25E+17,0,#BREAKING US Embassy in Ottawa on lockdown due to shooting at Parliament Hill,0.700480044,0.847458959,-0.311663149
5.25E+17,0,Please do not post videos or photos of the on-going incident to ensure safety of first responders and the public. #Ottawa ^JT,0.721380115,0.936545968,0.328382615
5.25E+17,0,Latest photos from Ottawa's Parliament Hill http://t.co/ibNGJIg2Pg http://t.co/FtEukz6d9x,0.788983107,0.937099993,-0.297387349
5.25E+17,0,Our thoughts are with Emergency Responders and bystanders in Ottawa. Please stay safe.,0.589111924,0.865465403,-0.049632279
5.25E+17,0,"Simply shocked at what's unfolding in Canada's capital. Thinking of you, Ottawa.",0.694256425,0.909406424,0.057505918
5.25E+17,0,"BREAKING: President Obama has been briefed on the situation in Ottawa, White House official says. http://t.co/qsAnGNqBEw",0.824166179,0.955789506,0.055682839
5.25E+17,0,Our thoughts are with our nation's capital right now. Praying for those affected by today's tragic events at Parliament Hill in Ottawa.,0.726279974,0.916941226,0.270390755
5.25E+17,0,#RCMP asking for assistance if you have any photos or videos from #ottawa shooting send to: NatDiv_Media_DivNat@rcmp-grc.gc.ca,0.815866947,0.931871772,0.260095186
5.25E+17,0,WATCH VIDEO: Ottawa shooting witness clips: http://t.co/HnxkAfJDP1,0.829567671,0.955770254,-0.128545516
5.25E+17,0,Some sort of live terror shooting seems to be going on in Canada.  Pray for our polite neighbors to the north.,0.681010008,0.890654027,0.189978366
5.25E+17,0,Photos of the scene unfolding after multiple shootings in Ottawa this morning. http://t.co/xq8Ihiuf5X http://t.co/wS4PkA5ddg,0.861843944,0.947769165,-0.023004646
5.25E+17,0,We stand w/ our Canadian partners as scene unfolds in Ottawa. We stand resolute in defense of our 2 nations.First responders in our thoughts,0.675349355,0.920189857,0.218899266
5.25E+17,0,"If there is a bright spot in Ottawa today, it's that @Ottawaparamedic did an amazing job keeping that young Soldier alive.",0.675590038,0.911324918,0.132119988
5.25E+17,0,"Canada will remain the true North, strong and free, after today. These events can't, and won't, break our spirit. #cdnpoli #OttawaShooting",0.789806247,0.925083339,0.337182048
5.25E+17,0,WATCH LIVE: CP24's special coverage of the shootings in Ottawa http://t.co/FbeHWI1vZa http://t.co/9jJQmRKFKg,0.816536665,0.926280737,0.01541367
5.25E+17,0,"Be careful what you read about Ottawa, and what you repeat. tipsheet via @archiemc http://t.co/bifpgRpmEA",0.782527268,0.940468073,0.39695911
5.25E+17,0,#BREAKING#OTTAWA police are asking Facebook and twitter users to stop reporting police locations #ParliamentHill,0.767048001,0.904216886,-0.095370008
5.25E+17,0,Shot from inside caucus room after shooting @ctvottawa #ottawashooting. http://t.co/JjEWpnbUW7,0.815120935,0.877164364,-0.277979505
5.25E+17,0,"NHL reportedly monitoring situation in Ottawa after shootings, could postpone Sens/Leafs game. http://t.co/OavGx3e04I http://t.co/kIybRf4D5y",0.834926426,0.907269239,0.404992478
5.25E+17,0,#OTTAWA police are asking Facebook and twitter users to stop reporting police locations,0.720840335,0.865784645,-0.095370008
5.25E+17,0,Doors barricaded RT @grahamctv: Shot from inside caucus room after shooting @ctvottawa #ottawashooting. http://t.co/OpERH3GiMu,0.830822825,0.93127811,-0.277979505
5.25E+17,0,Chairs piled against the door. This is surreal. RT"@grahamctv: Shot from inside caucus room after shooting. http://t.co/CmJbhSDSMo",0.844125032,0.904841304,-0.167904379
5.25E+17,0,#BREAKING: Police asking media to RUN and get away. This is still active shooting. Reports of police with guns drawn @RideauCentre #ottnews,0.851813495,0.918377042,0.042387393
5.25E+17,0,"Yet again, sadly, evidence of just how brave our Forces &amp; Police folks are. What courage it takes to rush in when others rush out. #Ottawa",0.749889851,0.901481628,0.307957319
5.25E+17,0,Sending our thoughts and prayers to everyone in #Ottawa at this difficult time. Pls follow @OttawaPolice &amp; @rcmpgrcpolice for latest info.,0.836445153,0.938282847,0.334909707
5.25E+17,0,Thoughts and prayer goes out to all those involved in the tragic events this morning in Ottawa.,0.649265051,0.884493589,0.301500339
5.25E+17,0,"Canadians: in sadness &amp; outrage at today's #OttawaShooting tragedy, let us be united—resolved to stand strong, together. #cdnpoli",0.837753057,0.940257311,0.017688728
5.25E+17,0,What we know so far about the Canadian Parliament shooting in Ottawa http://t.co/3NUfy6joHM http://t.co/9iWwhBPPZv,0.831775188,0.958302021,0.265036699
5.25E+17,0,Thoughts and prayers with everyone affected by the tragic events here in Ottawa this morning. Stay safe! #OttawaStrong,0.751985252,0.936125636,0.041860984
5.25E+17,0,"Parliament caucus room barricaded with chairs, via @grahamctv. http://t.co/cJqhgWHa38 #ottawa",0.815102518,0.940104365,-0.297387349
5.25E+17,0,We are monitoring the situation in Ottawa and have been in touch with both Clubs. (1/2),0.701529205,0.901792705,0.404992478
5.25E+17,0,"Overwhelming guilty verdict in Blackwater case -- murder, manslaughter, weapons -- declares 2007 Nisour Square shooting a criminal act.",0.683030009,0.877396584,-0.189838066
5.25E+17,0,"Striking image RT @acarvin: Parliament caucus room barricaded with chairs, via @grahamctv. http://t.co/cMccWcdTSf #ottawa",0.828780651,0.943425298,-0.181961722
5.25E+17,0,Incredible shot: A woman gives mouth-to-mouth to a fallen soldier at the War Memorial http://t.co/YV1UIPYJJS http://t.co/1YEtcEcVM5,0.809090734,0.885796309,-0.369045404
5.25E+17,0,It's okay to be scared.  We are here for you 613-238-3311 #Ottawa,0.734955192,0.897153974,0.404992478
5.25E+17,0,Stunning photo inside caucus room during shooting http://t.co/wgGCPeYZ67http://t.co/OpERH3GiMu,0.793108344,0.900227487,-0.293529004
5.25E+17,0,We'll never forget today &amp; the brave men and women working hard to protect our capital! Thank you from #Ottawa http://t.co/7nDhv6Mtym,0.818839669,0.958537102,0.149132595
5.25E+17,0,Stay safe to everyone back home in Ottawa #PrayForOttawa,0.809827924,0.942559004,0.082040975
5.25E+17,0,Sickening news from this morning. Thoughts with those downtown and the law men and women  working to keep our city safe. #Ottawa,0.791123986,0.901045084,-0.031701205
5.25E+17,0,Hoping everyone in Ottawa is safe...,0.657667577,0.864046454,0.082040975
5.25E+17,0,Photos of the #OttawaShooting scene are unfolding after reports of multiple shootings: http://t.co/2WFcajF7kx http://t.co/OJ00X6o0xw,0.855635941,0.95083189,0
5.25E+17,0,"If your first response to the #ottawashooting is to make a political point, your humanity is sadly and sorely lacking.",0.762636781,0.916473627,0.233300304
5.25E+17,0,BREAKING: Four Blackwater guards convicted of voluntary manslaughter in 2007 Baghdad shooting http://t.co/hR7xe18RJ2,0.80945015,0.928580761,-0.147912752
5.25E+17,0,"Police, bystanders and soldiers rushed in to help after the Memorial shooting in Ottawa http://t.co/aO700DweOW http://t.co/TsgHpNQUHx",0.827577472,0.941329241,-0.156099642
5.25E+17,0,Our thoughts are with everyone in Ottawa today. Stay safe.,0.669480443,0.841515243,0.254497821
5.25E+17,0,U.S. jury finds four former Blackwater guards guilty on nearly every count related to 2007 Baghdad shooting.,0.55108583,0.808256388,-0.211223396
5.25E+17,0,"The governing party’s meeting. Wow. @acarvin: Parliament caucus room barricaded with chairs, via @grahamctv. http://t.co/JLmQrlm2TU #ottawa",0.863213122,0.941225946,-0.209614697
5.25E+17,0,Incredible photo: woman gives mouth to mouth to wounded solider at #ottawashooting http://t.co/fd2WpL76Z2 http://t.co/Eh7UrLztEf,0.837245941,0.943939388,-0.28410252
5.25E+17,0,Chairs against door. MT @grahamctv: Photo from inside caucus room after shooting http://t.co/ELaGEUBVM1,0.84753716,0.931525588,-0.43518175
5.25E+17,0,"BC stands with all of Canada against the violence in Ottawa, and with the brave men and women keeping our capital safe.",0.6922611,0.805139899,0.181488444
