new_id,label,content,weight,text_weight,emo_weight
5.44E+17,0,BREAKING NEWS: All Qantas flights are diverting around Sydney CBD but are operating as per schedule at this stage,0.679248691,0.834168494,0.404992478
5.44E+17,0,Are you in #Sydney? Have you witnessed the #MartinPlaceSiege? Tweet us NOW at @BBC_HaveYourSay #sydneysiege http://t.co/NBveZGlDni,0.828299046,0.951708019,0.404992478
5.44E+17,0,Police asking for blackout of social media reporting around delicate terror 'event' in Sydney CBD that can impact tacticals @techau RT plz,0.803186417,0.874627709,0.013339488
5.44E+17,0,"A major police operation is under way in Sydney, Australia; police advise avoiding Central Business District. http://t.co/02SVSxOrFt",0.841716349,0.938524604,-0.036535759
5.44E+17,0,DEVELOPING: Major police operation underway in Sydney's central business district: http://t.co/iqgdmiCDNh http://t.co/HCzDIJCPAo,0.813390255,0.926535606,-0.095370008
5.44E+17,0,"Just fyi, if you're using a hostage situation to justify your racism and Islamophobia you're using the same tactics as jihadis #sydneysiege",0.736719787,0.917957306,0.199628793
5.44E+17,0,#Coquitlam crews are on Sydney Ave after a male was thrown off a 3 story balcony. PD say on arrival male is conscious &amp; smoking a cigarette,0.715225399,0.806264877,-0.188435087
5.44E+17,0,Sydney's Muslim leaders express their concerns; organisations have offered to help in 'any way they can' http://t.co/pygT3CHV9X #SydneySiege,0.853524983,0.917932034,0.404992478
5.44E+17,0,NSW Premier Mike Baird says his thoughts and prayers are with the people in the  #sydneysiege. http://t.co/7NdqPYhwcY http://t.co/I71KEcYFIy,0.864655852,0.939187467,-0.00086014
5.44E+17,0,SYDNEY ATTACK- Hostages at Sydney cafe- 13 hostages- 2 gunmen- Hostages seen holding Arabic flagStay with @PzFeed for the latest.,0.814565897,0.815562487,-0.444928741
5.44E+17,0,#sydneysiege #sydneycafesiege our thoughts and prayers r w all Australians tonight. America will NEVER forget that u stood w us after 9/11,0.773811817,0.932581306,0.085291294
5.44E+17,0,"Don't forget, at this moment, there are thousands of Muslims in Australia rejoicing#sydneysiege #MartinPlace #Auspol http://t.co/eHP47okT7F",0.861603141,0.961470783,0.327973033
5.44E+17,0,Please don't post /share tactical information/police movements on social media! #sydneysiege,0.823709071,0.940724134,0.015755134
5.44E+17,0,CNN hasn't been able to rule out the Sydney Tea Party in the Australian hostage crisis.,0.690938592,0.861632824,-0.025339823
5.44E+17,0,Spare a thought for Australia's Muslim community - the vast majority of whom condemn Jihadists' for perverting their religion #sydneysiege,0.746800721,0.937545538,0.153958976
5.44E+17,0,"Fear is what criminals want. Show no fear. The media must calm down and wait for information, and stop the speculation. Thanks. #sydneysiege",0.792900503,0.936538935,0.059089785
5.44E+17,0,@NSWAmbulance Praying for the safety of all emergency services involved in the @nswpolice operation in Sydney CBD &amp; those inside the cafe,0.782849669,0.90900588,-0.024253649
5.44E+17,0,Police are requesting that no photos are shared on social media #MartinPlaceSiege #SydneySiege #MartinPlace,0.787157893,0.914154172,0.243711212
5.44E+17,0,Police are requesting that no photos of the Lindt cafe siege are shared on social media #MartinPlaceSiege #SydneySiege #MartinPlace,0.807125092,0.917033792,0.062235909
5.44E+17,0,Sydney police and gov't officials asking public on site not to tweet info about #MartinPlaceSiege because could be "tactically important",0.805126309,0.780388355,0.330057263
5.44E+17,0,Latest update on the situation in Martin Place from @nswpolice #SydneySiege http://t.co/q9PlmuiAEs,0.823700905,0.947422862,0
5.44E+17,0,"The Sydney Harbour Bridge is NOT closed. There was an accident on the Cahill Expressway, unrelated to the #SydneySiege.",0.737595916,0.88927114,-0.082316788
5.44E+17,0,Police chopper hovers over a deserted Opera House concourse.   #sydneysiege http://t.co/7NdqPYhwcY @cberkman http://t.co/BiZO12n1St,0.84683603,0.913716078,-0.237459563
5.44E+17,0,NSW Police: "Police urge the media to be responsible in their reporting. Speculation can cause unnecessary alarm." #SydneySiege,0.788686037,0.906947553,0.058589444
5.44E+17,0,NSW Police: "Police urge the media to be responsible in their reporting. Speculation can cause unnecessary alarm." #SydneySiege,0.788686037,0.906947553,0.058589444
5.44E+17,0,Can someone pls cite Qur'anic verse about taking hostages at a chocolate shop to spread Islam? I'm having trouble finding it. #sydneysiege,0.787722945,0.929516137,-0.080331023
5.44E+17,0,Did somebody forget to tell that radical Islamist that guns are banned in Australia?!?! #BadGuysDontFollowGunLaws. #sydneysiege,0.84762609,0.953008294,0.352936606
5.44E+17,0,God bless all the hostages being held in Sydney today .. I pray that this all ends well and nobody gets hurt !!,0.690118074,0.882744312,0.176385461
5.44E+17,0,"A terrorist attack in Sydney.A major police operation is under way in Sydney, Australia.http://t.co/XpJSqGJzn8 http://t.co/rdMiU10SNI",0.855154991,0.962130427,-0.084555368
5.44E+17,0,Unfortunately this is where Twitter is at it's best and worst. Please don't tweet about #sydneysiege with police intel or misinformed rants,0.780038714,0.938712537,0.248302376
5.44E+17,0,"“This is obviously a deeply concerning incident,�?Australian Prime Minister says on unfolding situation in Sydney. http://t.co/02SVSxOrFt",0.837277234,0.934003353,0.323228149
5.44E+17,0,You only look like a fuck wit when you make up stories relating to the #sydneysiege - Unless you read it from the police - don't believe it,0.79696101,0.902782917,0.270832973
5.44E+17,0,PM Tony Abbott will hold a press conference on the #SydneySiege in 20 minutes.,0.664350212,0.892037272,0
5.44E+17,0,My thoughts are with the people in Sydney right now,0.683301449,0.843115985,0.404992478
5.44E+17,0,"If the black flag seems familiar,it's because it was also flying during Gaza protests in Sydney that went unnoticed. http://t.co/DE8zWJ9mHX",0.867268026,0.964249492,0.008966697
5.44E+17,0,This is a man with a gun.Not a religion.This is a man with a gun.Not a people.He is no more powerful than we let him be.#sydneysiege,0.742583632,0.926865339,0.286969109
5.44E+17,0,Australian prime minister Tony Abbott to hold news conference live on Sky News at 1.30am GMT about ongoing Sydney hostage situation,0.598475039,0.798103094,-0.186111842
5.44E+17,0,Let's keep in mind that no one associates the KKK with Christianity #SydneySiege,0.767680645,0.936479151,0.404992478
5.44E+17,0,Muslim extremists are always so open to reason and negotiation.This should end well.#sydneysiege,0.763356626,0.914694667,0.383937599
5.44E+17,0,#ISIS speaks for all Muslims no more than the Klu Klux Klan speaks for all whites. #MartinPlaceSiege #auspol #sydneysiege # sydney #siege,0.750972092,0.801173508,0.404992478
5.44E+17,0,MASSIVE OPERATION: "Hundreds of armed police have swarmed the area." #sydneysiege (LIVE) http://t.co/uq626Z2Sfu http://t.co/oKLjdaWVAk,0.860066414,0.96029377,-0.045103656
5.44E+17,0,"Mass disbelief: crowds looking anxiously, down Martin Place. #sydneysiege http://t.co/U8n9ZWgxmD",0.87183696,0.964519441,-0.43752596
5.44E+17,0,My thoughts go out to the people of Sydney.,0.618151069,0.861668587,0.404992478
5.44E+17,0,We are calling on all to #PrayForHostages &amp; that Australia will not be hostage to fear &amp; hate.  #sydneysiege http://t.co/qAzNfZIUWA,0.879927397,0.961939752,0.051039621
5.44E+17,0,Dozens of heavily armed police have surrounded the cafe in Sydney's Martin Place. #sydneysiege http://t.co/7NdqPYhwcY http://t.co/wMS99GGwE1,0.8356179,0.957088351,-0.108359353
5.44E+17,0,"Re: #sydneysiege, please remember there are $1.6bn muslims in the world &amp; &gt;99.9999% of them will be just as appalled by this as you.",0.826012135,0.932356358,0.404992478
5.44E+17,0,"Australian PM Abbott expected to speak soon on ""reported hostage-taking incident"" in Sydney, @9NewsAUS reports - @WorldNews",0.760611355,0.912202239,-0.267060847
5.44E+17,0,"All our love, support and prayers to Sydney &lt;3",0.705129743,0.897244096,0.37891914
5.44E+17,0,Important things to remember during #sydneysiege - thanks to @filmvisuality http://t.co/MA73ZCspvd,0.823158622,0.941110849,0.243115891
5.44E+17,0,Sitting in Melbourne watching what's going on in Sydney...I bloody hope it ends ok for those poor people! Disgusting behaviour! 😡,0.683840692,0.904308677,0.035925027
5.44E+17,0,A crowd gathers near Martin Place. #sydneysiege http://t.co/7NdqPYhwcY @JezNews http://t.co/hCgUyOcuhn,0.831920683,0.951744854,0
5.44E+17,0,Canada's thoughts and prayers are with our Australian friends. #MartinPlace #SydneySiege,0.799322665,0.920768321,0.404992478
5.44E+17,0,A post of what we actually do know about the #Lindt Sydney siege. It is not very long. http://t.co/QLRHSjYdib,0.860088825,0.95819211,0.412243389
5.44E+17,0,Is the Sydney hostage taker a Muslim because of the flag hoisted?,0.671710551,0.858489633,-0.263888788
5.44E+17,0,Crucial things to consider when watching breaking news. http://t.co/HjQjv209s3 #Sydney http://t.co/aeMn0dp5qL,0.843822479,0.949493289,0.243115891
5.44E+17,0,"The best source for the latest updates on #sydneysiege is @nswpolice. Follow @131500trains, @131500buses &amp; @131500ferries for transport info",0.819301546,0.888816416,-0.43752596
5.44E+17,0,People evacuating via small ladders (above the Lindt cafe) #sydneysiege #MartinPlaceSiegePhoto by@John__Donegan http://t.co/G8HhZwnR9h,0.852004468,0.955602646,-0.158071511
5.44E+17,0,Weep for media credibility. The Australian's @SharriMarkson was tweeting Channel 9 reports of 2GB Ray Hadley's 'rumours.' #SydneySiege,0.842008829,0.933834553,-0.228645018
5.44E+17,0,LIVE: Police operation underway at Sydney's #MartinPlace; train station also shut http://t.co/YYXZGAVclP http://t.co/5IPTUT3Iih,0.863630176,0.9517802,0.023869258
5.44E+17,0,"Please, please, please read these tips for major news stories, especially when lives are at stake. #sydneysiege http://t.co/QgToJNV2b1",0.829806328,0.945485234,0.361851618
5.44E+17,0,"As reports come in from Sydney, remember that news outlets will get things things wrong. http://t.co/d5Mq0NkswF http://t.co/9QaOK3UksY",0.822896302,0.951936781,0.381060431
5.44E+17,0,Praying for Sydney. Also thank heavens for streaming foreign networks because American media is completely MIA.,0.751960993,0.890616477,0.27205809
5.44E+17,0,Photo Gallery: The latest pictures from Lindt cafe #SydneySiege  http://t.co/rZG7Zb7jyt http://t.co/3IAGGW81yp,0.846036077,0.929393291,-0.391719782
5.44E+17,0,Praying for this insanity to stop. #sydneysiege,0.767292678,0.918486834,0.049552199
5.44E+17,0,".@cnni NOT showing live pics of #sydneysiege to protect police &amp; hostages. Unless noted, images are recorded. Anchors are live. #Australia",0.84050709,0.911677361,-0.050071177
5.44E+17,0,Really hope #sydneysiege hostage are rescued. But worth noting most jihadi victims are Muslims http://t.co/Y0Gs7jspLE http://t.co/TxZu4vGDDx,0.857864857,0.95827055,0.090035175
5.44E+17,0,"Remember, Sydney terrorists have nothing to do with Islam. Now, can someone please translate this flag they're using? http://t.co/ywd9JAmZ0A",0.837683618,0.960262001,0.286784783
5.44E+17,0,Terrible scenes in Sydney at the moment. I prey it ends peacefully,0.736339867,0.895204186,-0.266510035
5.44E+17,0,Aussie Muslim Mullah on @BBCWorld brings up 'Australia's Foreign Policy' in discussion over #SydneySiege. Shame @BBCNews for indulging him.,0.80378449,0.886236548,-0.067022623
5.44E+17,0,Australian Prime Minister Tony Abbott addressing incident in Sydney. Watch live on CNNgo. http://t.co/HAhU3MDTUj,0.837122083,0.928533435,-0.061224259
5.44E+17,0,JUST IN: US Consulate in Sydney issues emergency message to US citizens to "maintain a high level of vigilance" due to hostage situation.,0.663139343,0.816686213,-0.185124366
5.44E+17,0,My fellow Australians. Let's stand together against the #sydneysiege as well as the hatred against innocent Muslim #Australians.,0.769213259,0.915759623,0.137726754
5.44E+17,0,"""Australia is a peaceful, open, generous society and nothing should change that"" - PM Tony Abbott on hostage situation at Sydney cafe #7News",0.767910838,0.866241157,-0.027828558
5.44E+17,0,Australian PM Abbott: Motivation of perpetrator in Sydney hostage situation is not yet known - @9NewsAUS http://t.co/SI01B997xf,0.842182279,0.945175171,-0.14811978
5.44E+17,0,PM Abbott: Our thoughts and prayers must above all go out to the individuals that are caught up in this. #SydneySiege,0.733289242,0.927445531,0.404992478
5.44E+17,0,WH now confirming with me President Obama HAS been briefed on #sydneysiege by Homeland Security and Counterterrorism chief Lisa Monaco,0.784248233,0.922258258,0.151882282
5.44E+17,0,"""We don't know motivation of #sydneysiege perpetrators yet"" - Australian leader Tony Abbott http://t.co/z9JrtJ2IN3",0.856442928,0.907043099,0.018639853
5.44E+17,0,Australia's leader Tony Abbott addresses #sydneysiege; no questions from the media taken http://t.co/z9JrtJ2IN3 http://t.co/jgNI6ey7CJ,0.853063822,0.89290154,0.181546911
5.44E+17,0,We continue to monitor the situation in #Sydney closely.  I've been in touch with @JulieBishopMP and expressed our thoughts and prayers.,0.74086237,0.894249678,0.341360976
5.44E+17,0,Follow all of the latest updates on #sydneysiege on our #live blog http://t.co/7NdqPYhwcY http://t.co/hUbJsVwJOn,0.778657436,0.941004634,0.404992478
5.44E+17,0,Here's a transcript of the Prime Minister's press conference on #SydneySiege #MartinPlaceSiege http://t.co/UjX25PbCg8,0.825170696,0.947566926,0.011382013
5.44E+17,0,Thoughts also with the Muslim community whose name and religion has again been hijacked against their will. #sydneysiege #notintheirname,0.84363842,0.944237292,0.371182787
5.44E+17,0,The fact that I see "thank god 5sos and 1d aren't in Sydney" pisses me off even more. Stop being ignorant and disrespectful.,0.637194693,0.888629079,0.272332847
5.44E+17,0,On the #sydneysiege: all our people are safe &amp; accounted for after our Martin Place studios were evacuated. Our thoughts with all involved.,0.847186923,0.938085794,0.410153234
5.44E+17,0,The crowd and media at Martin Place. Photo by @John__Donegan #MartinPlaceSiege #sydneysiege http://t.co/ecyxkiReTD,0.831643045,0.95846951,0.028965147
5.44E+17,0,I stand in solidarity with Muslim Australians &amp; condemn anyone who uses this as an excuse for Islamaphobia. #sydneysiege #MartinPlace,0.804625571,0.934611678,0.289280841
5.44E+17,0,Who are Australia's radicalised Muslims? http://t.co/OJwV3U8EqL #sydneysiege #MartinPlaceSiege #Lindt http://t.co/dUM7BM0GPu,0.824798822,0.88254869,0
5.44E+17,0,Abbott Govt MP @andrewnikolic using ongoing #SydneySiege terror to smear @Greens MP. Resign now you disgusting turd http://t.co/9FOfmGOrtu,0.842805028,0.939407945,-0.119718242
5.44E+17,0,"JUST IN: White House official: Pres. Obama briefed on hostage situation in Sydney, Australia - @c_good http://t.co/PD7pVfU9pQ",0.849719226,0.948324442,0.022953074
5.44E+17,0,Australian PM Tony Abbott says it is unclear if #sydneysiege is politically motivated http://t.co/ejBnff6KdW http://t.co/N2VAkBcaqE,0.841435552,0.865845919,0.404992478
5.44E+17,0,"#sydneysiege We sit in the reality of grief, shock and unknowing. For this moment that is enough. http://t.co/bnUK0ZFvJt",0.862998724,0.953779817,-0.003075532
5.44E+17,0,"The #SydneySiege perpetrators target all citizens, irrespective of their faith. So please cut it out with the anti-Muslim bigotry on Twitter",0.7117486,0.921367705,0.413457083
5.44E+17,0,"Man what on Earth is going on in Sydney. Despicable. Life in prison no parole for the idiots responsible, set a hard line, no tolerance.",0.675531268,0.893372834,0.193811101
5.44E+17,0,US Consulate in Sydney issues emergency message to US citizens to "maintain a high level of vigilance" due to hostage situation - @ABC,0.668569505,0.876506805,-0.271610508
5.44E+17,0,#AustraliaStrong #sydneysiege Canadians praying for a fast and peaceful outcome http://t.co/7C6CZRDrRq,0.865613759,0.959154069,0.074538054
5.44E+17,0,Uber is a pile of garbage. http://t.co/eQAcoe0lFa,0.801887333,0.938707829,-0.340515415
5.44E+17,0,So sick of this PC society. This #sydneysiege is terrorism.Period.,0.802436292,0.925759673,0.185047168
5.44E+17,0,Why are ppl tap dancing around what is LIKELY happening in Sydney? Are we worried we may offend a terrorist? Prayers. #SydneySiege,0.806391954,0.939707637,-0.006339018
5.44E+17,0,WATCH: "#SydneySiege a very disturbing incident" - Australian leader @TonyAbbottMHR http://t.co/UzZQLQbDvt http://t.co/HMYypWuKA9,0.863233805,0.961698592,0.119319329
5.44E+17,0,NSW Transport Management has just told Seven News everyone in CBD of Sydney should now leave if they're able.,0.703162491,0.873981059,0.268746253
5.44E+17,0,Thoughts and prayers for a peaceful resolution to the current situation in Sydney. #sydneysiege,0.750479639,0.931070507,0.094668676
5.44E+17,0,Number of hostages taken by the Amish today: Zero. &lt;--This is what a religion of peace looks like. #sydneysiege,0.850805044,0.947281003,0.174889311
5.44E+17,0,Cafés around the area letting us charge phones and handing out water. This is the best side of Sydney. #sydneysiege,0.764257967,0.924575865,0.404992478
5.44E+17,0,Images of the #SydneySiege http://t.co/dx5yyCVc9K http://t.co/wRpCfYU3sy,0.791296601,0.932702541,0
5.44E+17,0,"To various media people - if you don't know something, say so. Speculation fills airtime but doesn't serve your audience. #sydneysiege",0.766981721,0.911323309,0.287655295
5.44E+17,0,"ISIS beheadings, Boko Haram school attacks, the London beheading, Canadian soldier shot in cold blood, Sydney attack. #IsolatedIncidents",0.719307482,0.910270691,-0.338075433
5.44E+17,0,Sydney siege ongoing; PM says unclear if politically motivated. Our latest update http://t.co/CxIEFULgYv #sydneysiege http://t.co/VQknQJlgLT,0.836913466,0.946438611,0.396705137
5.44E+17,0,Thinking about all my mates in Sydney. Hope everyone is okay.,0.67752111,0.859127879,0.341265564
5.44E+17,0,"In times of crisis, we must remind ourselves that we are all part of #TeamHumanity#sydneysiege",0.749350309,0.922318995,0.387856957
5.44E+17,0,NSW police commissioner: Suspect holding "undisclosed" number of hostages in Sydney; situation contained - @9NewsAUS http://t.co/2hoFvCo4k4,0.865498543,0.946279168,-0.242571324
5.44E+17,0,Stop saying we only care about the Sydney siege because it's 5sos' home. We care because it's our fucking country you rude pricks,0.701600313,0.883212209,0.38803288
5.44E+17,0,"""No contact with #SydneySiege armed offender at this stage"": @nswpolice http://t.co/z9JrtJ2IN3 http://t.co/v0ipmuacMP",0.850213885,0.943505645,0.052941797
5.44E+17,0,LIVE: "People panicking; told to stay indoors when everyone wants to return home" http://t.co/HakhsRG4R6 #sydneysiege http://t.co/9KHn2Lbt3E,0.8759588,0.929071188,0.404992478
5.44E+17,0,Just seen the scenes from Sydney. Tho gets with the people &amp;  their families of those inside the cafe at the moment.,0.777970552,0.870231211,0.236027634
5.44E+17,0,Prayers to all the innocent victims of terror in #Sydney.  And those victimized by racial and religious profiling.  #sydneysiege,0.793358386,0.932407558,0.07533476
5.44E+17,0,Best wishes to the peeps in Sydney. D:,0.736356616,0.899296165,0
5.44E+17,0,"We are being tested today in Sydney. But whatever the test, we will face it head-on. And we will remain a strong, democratic, civil society.",0.65538758,0.854608059,0.151704597
5.44E+17,0,"Praying for #Sydney. These crazies have no idea what Islam is, yet have the hubris to “act in the name of�?it. Despicable.",0.783951283,0.914166987,0.376390542
5.44E+17,0,"Infographic of the flag being shown in Martin Place, as compared to flags used by IS &amp; others. Via @smh #sydneysiege http://t.co/QuL9aWeKpg",0.854840875,0.947524786,0.245851743
5.44E+17,0,Praying for the hostages in Sydney. Please let this end safely.,0.658399463,0.882224083,-0.023004646
5.44E+17,0,"Idiots tagging me,blaming ""Australian foreign policy"" for #sydneysiege WTF has Lindt chocolate got to do with anything? No excuse for terror",0.809635997,0.911891401,0.078595497
5.44E+17,0,"The 500,000+ Muslim-Australians are also victims and targets of todays attack.   #sydneysiege",0.760638773,0.923473716,0.052340459
5.44E+17,0,The incident in Sydney is disturbing. Such acts are inhuman &amp; deeply unfortunate. I pray for everyone's safety.,0.677091241,0.906032622,0.00929217
5.44E+17,0,Only the soldiers of Islam have the guts to bravely face women armed with coffee mugs.  #sydneysiege  #SydneyHostageCrisis,0.817230284,0.915835857,0.027253228
5.44E+17,0,If Islam is a religion of peace why aren't their extremist extremely peaceful? #sydneysiege,0.772038937,0.926716864,0.297829206
5.44E+17,0,Sydney hostage situation.LIVE VIDEO: http://t.co/JRybQXm28D - via @9NewsAUSUPDATES: http://t.co/WG6ulBWWGf http://t.co/z4jNu8qYeH,0.856405497,0.950313985,-0.356928362
5.44E+17,0,Join us in praying for Sydney right now and the safety of those involved in the current situation. Pray for peace. #PrayForSydney,0.709176004,0.908660054,0.258623211
5.44E+17,0,"""Thank god 5sos aren't in Sydney""Why do you have to make everything about them? The hostages lives are just as important as theirs",0.739102244,0.850208044,0.339216662
5.44E+17,0,Its confirmed #Sydney terrorists are pious Muslims... That should make @Sagarikaghose @Bdutt happy... "ALL MUSLIMS ARE NOT LIKE THAT" ...,0.831992507,0.912292719,0.3684264
5.44E+17,0,Just in: U.S. Consulate near the scene in Sydney has accounted for all of its personnel: http://t.co/0h2F8SVCS2 @CNN http://t.co/UUiuFBi01A,0.860194087,0.926119328,0.404992478
5.44E+17,0,"The silence you hear is 1,500,000,000 Muslims not renouncing this terror attack. #sydneysiege",0.741973639,0.943562627,0.085510848
5.44E+17,0,Just wait... Bimbos @Timesnow will find a link to #Sydney hostage crisis to RSS or VHP or some Hindu Jagran Manch... Just wait...,0.819036782,0.867244124,0.104808422
5.44E+17,0,"RT @martydownunder: If the black flag seems familiar, it's because it was also flying during Gaza protests in Sydney http://t.co/grOVcRJLes",0.871107221,0.96690321,-0.069323666
5.44E+17,0,So the flag didn't tip you off?Australian police: "We have not confirmed this is terror-related event" #sydneysiege http://t.co/MYQN1pYvfD,0.870312631,0.959339976,0.143377813
5.44E+17,0,thoughts with the hostages and their families. prayers for a peaceful ending. #sydneysiege,0.784974039,0.92869246,0.077846972
5.44E+17,0,"A map of the #SydneySiege location at Martin Place in Sydney's CBD, and some of the surrounding prominent buildings. http://t.co/KMpXEBLqne",0.824685395,0.938825607,-0.023004646
5.44E+17,0,"Btw, how come no ""professionally"" secular voice has blamed RSS for the Sydney terror plot so far? Is Lutyens zone waking up late today??",0.756974578,0.876450539,0.250034671
5.44E+17,0,"If you are ignorant, this is the most important thing you will see today.#sydneysiege http://t.co/x1kEe8RBkq",0.84840858,0.951771259,0.386621759
5.44E+17,0,"Dear God,Please protect and blessThe hostages in Sydney.Pour forth Your LightAnd work a miracle. May sanity... http://t.co/vOf3Btp9jJ",0.820792437,0.940559149,-0.033369963
5.44E+17,0,"As #SydneySiege hits 5hr mark, thoughts are with hostages but also families who must be slowly realizing their loved one is inside the cafe.",0.778073728,0.858340442,0.274954835
5.44E+17,0,#SYDNEYSIEGE: Crowd gathers at police cordon in anticipation of news on hostage situation  http://t.co/2zFjvlPC1n http://t.co/YW5zGPMEWS,0.855653167,0.900290132,-0.253604462
5.44E+17,0,These people are taking selfies on the scene of the #sydneysiege. http://t.co/M2ZWqNxKrI,0.858052492,0.9511621,0.404992478
5.44E+17,0,"Sadly, this needs to be pointed out with the  amount of Islamophobia that is currently being posted. #sydneysiege http://t.co/zLFyKHOKG1",0.824115992,0.953017116,0.372415163
5.44E+17,0,"My thoughts are with the hostages, their families and everyone in Sydney right now.",0.637501717,0.882206798,0.168807145
5.44E+17,0,No degree of hate or #Islamophobia will strip Muslim Australians of either half of their identity.  #sydneysiege http://t.co/CAAscwbkxu,0.837866545,0.949911237,-0.000449287
5.44E+17,0,UK Foreign Office in London: "We are aware of #sydneysiege in #MartinPlace and are in touch with authorities" http://t.co/f0ruawwHLN,0.8730039,0.932124853,0.223037831
5.44E+17,0,"Praying for the hostages, and praying for my religion to one day be free of those who think that Allah demands killing. #sydneysiege #islam",0.770730972,0.894561172,0.220510505
5.44E+17,0,You gotta admire the ability of Daily Tele editors to resist fads like fact-checking #sydneysiege,0.798172593,0.931356013,0.027977676
5.44E+17,0,"Things getting ugly... A racist bloke yelling at rest of the crowd, ""Muhammed is a pedophile, rapist"" #sydneysiege http://t.co/q2TPg0In5Q",0.832932234,0.955175102,0.023153342
5.44E+17,0,An argument breaks out in crowd watching #sydneysiege after one man goes on anti-Islamic rant. He's told "Muslims are welcome here mate!",0.706917524,0.68237406,0.186681871
5.44E+17,0,Lindt Chocolate Cafe Australia issues #sydneysiege statement on Facebook: http://t.co/1YFI7UGv0W http://t.co/tyytSBUjtk,0.836354136,0.950226903,-0.144703765
